Country;Province;Date;Retail_Recreation;Grocery_Pharmarcy;Parks;Transit_Stations;Workplaces;Residential
Netherlands;Overijssel;2020-12-25;-85;-86;46;-73;-84;23
Netherlands;Overijssel;2020-12-26;-84;-69;9;-59;-41;10
Netherlands;Overijssel;2020-12-27;-71;-29;-59;-52;-20;8
Netherlands;Overijssel;2020-12-28;-40;9;76;-62;-63;18
Netherlands;Overijssel;2020-12-29;-41;13;43;-66;-64;19
Netherlands;Overijssel;2020-12-30;-39;22;67;-63;-61;18
Netherlands;Overijssel;2020-12-31;-51;8;32;-63;-71;18
Netherlands;Overijssel;2021-01-01;-81;-85;28;-73;-83;24
Netherlands;Overijssel;2021-01-02;-66;-14;10;-60;-21;12
Netherlands;Overijssel;2021-01-03;-62;-14;19;-47;-13;7
Netherlands;Overijssel;2021-01-04;-50;-8;0;-62;-38;15
Netherlands;Overijssel;2021-01-05;-50;-7;8;-62;-38;15
Netherlands;Overijssel;2021-01-06;-53;-10;20;-60;-34;14
Netherlands;Overijssel;2021-01-07;-57;-13;-12;-62;-36;16
Netherlands;Overijssel;2021-01-08;-56;-7;20;-54;-32;14
Netherlands;Overijssel;2021-01-09;-59;-7;30;-51;-9;10
Netherlands;Overijssel;2021-01-10;-61;-9;43;-42;-10;6
Netherlands;Overijssel;2021-01-11;-51;-12;1;-56;-35;13
Netherlands;Overijssel;2021-01-12;-50;-7;28;-57;-35;14
Netherlands;Overijssel;2021-01-13;-53;-12;14;-57;-32;13
Netherlands;Overijssel;2021-01-14;-56;-12;12;-58;-36;14
Netherlands;Overijssel;2021-01-15;-56;-10;13;-53;-32;13
Netherlands;Overijssel;2021-01-16;-61;-10;19;-53;-12;10
Netherlands;Overijssel;2021-01-17;-65;-17;13;-42;-15;7
Netherlands;South Holland;2020-02-15;0;2;8;2;-1;0
Netherlands;South Holland;2020-02-16;-11;-9;-34;-6;-3;2
Netherlands;South Holland;2020-02-17;-3;1;-2;2;2;1
Netherlands;South Holland;2020-02-18;3;5;13;2;3;0
Netherlands;South Holland;2020-02-19;2;2;26;2;3;0
Netherlands;South Holland;2020-02-20;-1;0;-7;1;2;1
Netherlands;South Holland;2020-02-21;5;4;14;4;-2;0
Netherlands;South Holland;2020-02-22;-4;-2;-8;2;-3;1
Netherlands;South Holland;2020-02-23;-9;-9;-29;-6;-3;1
Netherlands;South Holland;2020-02-24;-3;-9;-17;-12;-21;3
Netherlands;South Holland;2020-02-25;12;6;17;-9;-19;2
Netherlands;South Holland;2020-02-26;3;-4;-3;-11;-19;2
Netherlands;South Holland;2020-02-27;-2;-5;-17;-13;-20;3
Netherlands;South Holland;2020-02-28;0;-2;-1;-9;-21;2
Netherlands;South Holland;2020-02-29;-6;0;-15;-6;-4;1
Netherlands;South Holland;2020-03-01;3;4;2;1;1;0
Netherlands;South Holland;2020-03-02;-8;-1;-15;-1;0;1
Netherlands;South Holland;2020-03-03;2;7;19;-1;2;0
Netherlands;South Holland;2020-03-04;2;4;28;-1;3;0
Netherlands;South Holland;2020-03-05;-4;-2;-14;-3;2;1
Netherlands;South Holland;2020-03-06;1;4;10;-1;1;0
Netherlands;South Holland;2020-03-07;0;3;41;3;0;0
Netherlands;South Holland;2020-03-08;2;3;19;6;0;1
Netherlands;South Holland;2020-03-09;-4;2;1;-4;1;1
Netherlands;South Holland;2020-03-10;-8;1;-5;-4;0;2
Netherlands;South Holland;2020-03-11;-1;5;20;-6;-1;2
Netherlands;South Holland;2020-03-12;-7;14;-5;-11;-1;3
Netherlands;South Holland;2020-03-13;-11;27;-8;-27;-11;6
Netherlands;South Holland;2020-03-14;-20;11;20;-30;-6;6
Netherlands;South Holland;2020-03-15;-30;14;14;-35;-11;6
Netherlands;South Holland;2020-03-16;-23;21;28;-50;-39;14
Netherlands;South Holland;2020-03-17;-27;16;49;-56;-45;16
Netherlands;South Holland;2020-03-18;-33;5;27;-56;-45;16
Netherlands;South Holland;2020-03-19;-39;4;-3;-62;-49;20
Netherlands;South Holland;2020-03-20;-41;1;0;-60;-46;19
Netherlands;South Holland;2020-03-21;-46;-6;46;-52;-27;12
Netherlands;South Holland;2020-03-22;-55;-14;22;-55;-31;10
Netherlands;South Holland;2020-03-23;-36;-6;-2;-64;-51;19
Netherlands;South Holland;2020-03-24;-40;-6;21;-65;-53;21
Netherlands;South Holland;2020-03-25;-43;-13;25;-63;-52;19
Netherlands;South Holland;2020-03-26;-45;-11;12;-66;-54;22
Netherlands;South Holland;2020-03-27;-46;-12;24;-62;-51;20
Netherlands;South Holland;2020-03-28;-53;-16;3;-59;-31;14
Netherlands;South Holland;2020-03-29;-60;-26;-22;-64;-35;11
Netherlands;South Holland;2020-03-30;-42;-19;-10;-66;-54;20
Netherlands;South Holland;2020-03-31;-39;-11;32;-65;-54;20
Netherlands;South Holland;2020-04-01;-42;-16;11;-64;-51;19
Netherlands;South Holland;2020-04-02;-45;-15;-6;-67;-54;22
Netherlands;South Holland;2020-04-03;-45;-11;8;-64;-50;20
Netherlands;South Holland;2020-04-04;-49;-14;18;-55;-29;13
Netherlands;South Holland;2020-04-05;-50;-14;54;-46;-28;8
Netherlands;South Holland;2020-04-06;-36;-15;17;-63;-52;19
Netherlands;South Holland;2020-04-07;-34;-7;56;-61;-52;19
Netherlands;South Holland;2020-04-08;-35;-10;62;-58;-50;17
Netherlands;South Holland;2020-04-09;-37;-3;33;-61;-51;19
Netherlands;South Holland;2020-04-10;-37;-2;46;-59;-55;19
Netherlands;South Holland;2020-04-11;-44;-3;39;-49;-26;11
Netherlands;South Holland;2020-04-12;-67;-44;42;-49;-30;8
Netherlands;South Holland;2020-04-13;-56;-45;0;-75;-85;28
Netherlands;South Holland;2020-04-14;-38;-7;11;-64;-50;19
Netherlands;South Holland;2020-04-15;-37;-13;40;-59;-48;17
Netherlands;South Holland;2020-04-16;-39;-9;43;-60;-50;19
Netherlands;South Holland;2020-04-17;-40;-8;38;-59;-46;18
Netherlands;South Holland;2020-04-18;-49;-13;-18;-58;-23;13
Netherlands;South Holland;2020-04-19;-46;-15;66;-42;-21;8
Netherlands;South Holland;2020-04-20;-30;-12;30;-59;-49;18
Netherlands;South Holland;2020-04-21;-31;-5;45;-60;-49;18
Netherlands;South Holland;2020-04-22;-32;-10;61;-56;-46;16
Netherlands;South Holland;2020-04-23;-33;-4;63;-56;-48;17
Netherlands;South Holland;2020-04-24;-34;-3;42;-56;-45;17
Netherlands;South Holland;2020-04-25;-40;-5;13;-50;-19;11
Netherlands;South Holland;2020-04-26;-38;-6;60;-42;-20;7
Netherlands;South Holland;2020-04-27;-32;-19;79;-64;-79;23
Netherlands;South Holland;2020-04-28;-37;-9;-22;-64;-50;17
Netherlands;South Holland;2020-04-29;-32;-9;12;-59;-47;16
Netherlands;South Holland;2020-04-30;-36;-7;5;-60;-49;18
Netherlands;South Holland;2020-05-01;-39;-8;2;-58;-46;18
Netherlands;South Holland;2020-05-02;-40;-7;13;-49;-16;11
Netherlands;South Holland;2020-05-03;-40;-12;57;-42;-14;7
Netherlands;South Holland;2020-05-04;-19;-8;49;-57;-53;17
Netherlands;South Holland;2020-05-05;-28;-7;96;-63;-70;21
Netherlands;South Holland;2020-05-06;-26;-7;64;-52;-42;14
Netherlands;South Holland;2020-05-07;-29;-3;61;-55;-45;16
Netherlands;South Holland;2020-05-08;-29;0;80;-50;-41;14
Netherlands;South Holland;2020-05-09;-33;1;97;-35;-9;6
Netherlands;South Holland;2020-05-10;-41;-9;17;-41;-3;5
Netherlands;South Holland;2020-05-11;-29;-8;3;-56;-42;15
Netherlands;South Holland;2020-05-12;-26;0;30;-55;-41;15
Netherlands;South Holland;2020-05-13;-29;-5;26;-54;-39;14
Netherlands;South Holland;2020-05-14;-31;-2;23;-55;-40;14
Netherlands;South Holland;2020-05-15;-30;-2;50;-49;-36;13
Netherlands;South Holland;2020-05-16;-35;-5;36;-42;-7;8
Netherlands;South Holland;2020-05-17;-32;-5;100;-33;-3;5
Netherlands;South Holland;2020-05-18;-21;-5;57;-51;-40;14
Netherlands;South Holland;2020-05-19;-19;4;83;-50;-39;13
Netherlands;South Holland;2020-05-20;-11;14;106;-44;-37;9
Netherlands;South Holland;2020-05-21;-34;-16;206;-54;-78;19
Netherlands;South Holland;2020-05-22;-23;2;46;-53;-53;16
Netherlands;South Holland;2020-05-23;-32;-4;41;-42;-2;8
Netherlands;South Holland;2020-05-24;-41;-12;3;-46;-6;5
Netherlands;South Holland;2020-05-25;-13;0;68;-48;-40;12
Netherlands;South Holland;2020-05-26;-13;6;99;-47;-38;12
Netherlands;South Holland;2020-05-27;-16;1;87;-46;-36;11
Netherlands;South Holland;2020-05-28;-19;4;63;-49;-37;13
Netherlands;South Holland;2020-05-29;-21;4;97;-43;-34;10
Netherlands;South Holland;2020-05-30;-28;3;116;-30;10;4
Netherlands;South Holland;2020-05-31;-39;-15;151;-25;6;2
Netherlands;South Holland;2020-06-01;-9;-18;190;-54;-76;16
Netherlands;South Holland;2020-06-02;-8;10;125;-45;-36;10
Netherlands;South Holland;2020-06-03;-13;0;84;-44;-33;10
Netherlands;South Holland;2020-06-04;-23;-2;2;-53;-36;13
Netherlands;South Holland;2020-06-05;-25;-6;0;-50;-33;12
Netherlands;South Holland;2020-06-06;-25;-5;3;-44;5;7
Netherlands;South Holland;2020-06-07;-25;-8;15;-42;3;5
Netherlands;South Holland;2020-06-08;-13;-4;28;-49;-37;12
Netherlands;South Holland;2020-06-09;-9;3;62;-48;-35;11
Netherlands;South Holland;2020-06-10;-12;-3;59;-46;-33;10
Netherlands;South Holland;2020-06-11;-15;-1;35;-50;-35;12
Netherlands;South Holland;2020-06-12;-12;-3;95;-41;-31;8
Netherlands;South Holland;2020-06-13;-18;-5;122;-28;11;3
Netherlands;South Holland;2020-06-14;-19;-6;57;-34;9;3
Netherlands;South Holland;2020-06-15;-7;-2;76;-45;-35;10
Netherlands;South Holland;2020-06-16;-12;-1;49;-47;-35;11
Netherlands;South Holland;2020-06-17;-7;-1;71;-43;-32;9
Netherlands;South Holland;2020-06-18;-13;-2;34;-47;-35;11
Netherlands;South Holland;2020-06-19;-9;0;80;-39;-30;7
Netherlands;South Holland;2020-06-20;-14;-1;103;-27;11;2
Netherlands;South Holland;2020-06-21;-11;-7;90;-26;20;0
Netherlands;South Holland;2020-06-22;-1;1;92;-42;-36;9
Netherlands;South Holland;2020-06-23;3;8;146;-40;-35;8
Netherlands;South Holland;2020-06-24;-1;1;175;-37;-32;7
Netherlands;South Holland;2020-06-25;-3;3;146;-40;-35;8
Netherlands;South Holland;2020-06-26;-10;-2;148;-36;-32;6
Netherlands;South Holland;2020-06-27;-19;-6;48;-33;5;4
Netherlands;South Holland;2020-06-28;-6;-3;79;-27;11;2
Netherlands;South Holland;2020-06-29;-7;-2;35;-45;-35;10
Netherlands;South Holland;2020-06-30;-8;0;27;-46;-34;11
Netherlands;South Holland;2020-07-01;-1;1;61;-39;-31;8
Netherlands;South Holland;2020-07-02;-4;0;55;-41;-33;9
Netherlands;South Holland;2020-07-03;-4;-1;80;-35;-29;6
Netherlands;South Holland;2020-07-04;-21;-10;1;-36;2;5
Netherlands;South Holland;2020-07-05;-10;-5;44;-29;7;2
Netherlands;South Holland;2020-07-06;-2;-1;52;-40;-35;9
Netherlands;South Holland;2020-07-07;5;6;88;-39;-34;8
Netherlands;South Holland;2020-07-08;-5;-3;40;-39;-32;8
Netherlands;South Holland;2020-07-09;-8;-2;22;-42;-34;10
Netherlands;South Holland;2020-07-10;-3;-1;73;-35;-30;6
Netherlands;South Holland;2020-07-11;-11;-5;99;-22;8;1
Netherlands;South Holland;2020-07-12;2;-3;145;-15;12;0
Netherlands;South Holland;2020-07-13;8;1;131;-35;-34;7
Netherlands;South Holland;2020-07-14;0;2;61;-41;-35;9
Netherlands;South Holland;2020-07-15;6;2;110;-36;-31;6
Netherlands;South Holland;2020-07-16;-1;1;61;-40;-34;8
Netherlands;South Holland;2020-07-17;0;-2;123;-34;-32;5
Netherlands;South Holland;2020-07-18;-14;-8;152;-18;3;0
Netherlands;South Holland;2020-07-19;-4;-7;121;-20;8;0
Netherlands;South Holland;2020-07-20;9;1;124;-39;-43;7
Netherlands;South Holland;2020-07-21;10;3;150;-40;-43;8
Netherlands;South Holland;2020-07-22;4;-4;137;-38;-40;6
Netherlands;South Holland;2020-07-23;2;-2;117;-41;-42;8
Netherlands;South Holland;2020-07-24;-4;-6;105;-39;-40;6
Netherlands;South Holland;2020-07-25;-20;-12;40;-31;-3;3
Netherlands;South Holland;2020-07-26;0;-7;117;-20;7;0
Netherlands;South Holland;2020-07-27;1;-6;81;-46;-48;9
Netherlands;South Holland;2020-07-28;5;-1;114;-45;-46;9
Netherlands;South Holland;2020-07-29;3;-6;123;-41;-44;7
Netherlands;South Holland;2020-07-30;2;-3;150;-42;-47;7
Netherlands;South Holland;2020-07-31;-11;-12;235;-36;-47;4
Netherlands;South Holland;2020-08-01;-22;-14;121;-27;-4;1
Netherlands;South Holland;2020-08-02;-6;-11;130;-20;6;-1
Netherlands;South Holland;2020-08-03;-7;-11;53;-49;-51;10
Netherlands;South Holland;2020-08-04;8;-1;154;-44;-49;8
Netherlands;South Holland;2020-08-05;0;-8;183;-40;-46;6
Netherlands;South Holland;2020-08-06;-5;-6;170;-44;-49;8
Netherlands;South Holland;2020-08-07;-16;-12;197;-41;-48;6
Netherlands;South Holland;2020-08-08;-29;-16;177;-26;-7;1
Netherlands;South Holland;2020-08-09;-15;-10;178;-19;2;-1
Netherlands;South Holland;2020-08-10;-3;-5;157;-46;-51;8
Netherlands;South Holland;2020-08-11;-4;-4;184;-47;-51;9
Netherlands;South Holland;2020-08-12;-9;-11;177;-45;-48;7
Netherlands;South Holland;2020-08-13;-14;-10;87;-51;-50;11
Netherlands;South Holland;2020-08-14;-15;-12;93;-45;-47;7
Netherlands;South Holland;2020-08-15;-24;-16;100;-29;-5;1
Netherlands;South Holland;2020-08-16;-17;-14;95;-27;1;0
Netherlands;South Holland;2020-08-17;-7;-10;72;-46;-49;8
Netherlands;South Holland;2020-08-18;-2;-5;105;-46;-47;9
Netherlands;South Holland;2020-08-19;-7;-12;104;-43;-45;7
Netherlands;South Holland;2020-08-20;-6;-8;93;-46;-47;8
Netherlands;South Holland;2020-08-21;-10;-11;119;-40;-44;6
Netherlands;South Holland;2020-08-22;-24;-15;47;-34;-4;2
Netherlands;South Holland;2020-08-23;-12;-11;58;-28;3;1
Netherlands;South Holland;2020-08-24;-2;-5;69;-43;-45;8
Netherlands;South Holland;2020-08-25;-5;-4;43;-45;-44;9
Netherlands;South Holland;2020-08-26;-11;-12;28;-43;-42;9
Netherlands;South Holland;2020-08-27;-3;-5;60;-41;-42;8
Netherlands;South Holland;2020-08-28;-10;-9;46;-39;-40;7
Netherlands;South Holland;2020-08-29;-17;-10;42;-29;-2;2
Netherlands;South Holland;2020-08-30;-12;-7;23;-29;0;2
Netherlands;South Holland;2020-08-31;-1;-2;62;-37;-39;8
Netherlands;South Holland;2020-09-01;-2;1;73;-35;-36;7
Netherlands;South Holland;2020-09-02;-2;-4;101;-31;-33;5
Netherlands;South Holland;2020-09-03;-15;-7;21;-39;-36;8
Netherlands;South Holland;2020-09-04;-8;-5;70;-32;-32;5
Netherlands;South Holland;2020-09-05;-14;-9;74;-26;-1;1
Netherlands;South Holland;2020-09-06;-3;-4;99;-20;2;0
Netherlands;South Holland;2020-09-07;-7;-5;62;-35;-37;6
Netherlands;South Holland;2020-09-08;-8;-3;55;-37;-36;7
Netherlands;South Holland;2020-09-09;-10;-8;51;-35;-32;6
Netherlands;South Holland;2020-09-10;-10;-5;64;-36;-34;6
Netherlands;South Holland;2020-09-11;-7;-6;92;-30;-31;4
Netherlands;South Holland;2020-09-12;-15;-9;81;-25;-1;1
Netherlands;South Holland;2020-09-13;-2;-6;126;-18;2;0
Netherlands;South Holland;2020-09-14;-3;-6;117;-33;-32;5
Netherlands;South Holland;2020-09-15;-1;-1;168;-33;-32;5
Netherlands;South Holland;2020-09-16;-8;-6;91;-33;-28;5
Netherlands;South Holland;2020-09-17;-13;-7;56;-38;-31;6
Netherlands;South Holland;2020-09-18;-12;-9;76;-33;-28;4
Netherlands;South Holland;2020-09-19;-16;-11;96;-25;-1;1
Netherlands;South Holland;2020-09-20;-2;-7;127;-18;2;0
Netherlands;South Holland;2020-09-21;-6;-4;72;-36;-32;6
Netherlands;South Holland;2020-09-22;-5;-1;86;-35;-30;6
Netherlands;South Holland;2020-09-23;-14;-6;21;-36;-27;7
Netherlands;South Holland;2020-09-24;-16;-3;6;-40;-29;8
Netherlands;South Holland;2020-09-25;-18;-9;-3;-36;-27;7
Netherlands;South Holland;2020-09-26;-16;-5;19;-30;-1;3
Netherlands;South Holland;2020-09-27;-14;-7;23;-28;-1;3
Netherlands;South Holland;2020-09-28;-17;-8;-10;-40;-29;9
Netherlands;South Holland;2020-09-29;-10;2;39;-40;-29;9
Netherlands;South Holland;2020-09-30;-15;-5;22;-40;-29;9
Netherlands;South Holland;2020-10-01;-26;-10;-19;-46;-32;11
Netherlands;South Holland;2020-10-02;-18;-4;17;-40;-28;9
Netherlands;South Holland;2020-10-03;-28;-12;-15;-40;-6;7
Netherlands;South Holland;2020-10-04;-20;-9;15;-36;-4;4
Netherlands;South Holland;2020-10-05;-23;-11;-12;-44;-34;11
Netherlands;South Holland;2020-10-06;-21;-5;0;-45;-33;11
Netherlands;South Holland;2020-10-07;-19;-7;7;-42;-29;9
Netherlands;South Holland;2020-10-08;-29;-13;-22;-48;-33;12
Netherlands;South Holland;2020-10-09;-19;-5;20;-41;-27;9
Netherlands;South Holland;2020-10-10;-28;-12;-9;-40;-5;6
Netherlands;South Holland;2020-10-11;-24;-10;14;-38;-4;5
Netherlands;South Holland;2020-10-12;-17;-7;16;-44;-32;10
Netherlands;South Holland;2020-10-13;-15;-1;23;-44;-32;11
Netherlands;South Holland;2020-10-14;-17;-7;20;-44;-28;10
Netherlands;South Holland;2020-10-15;-31;-4;8;-49;-33;13
Netherlands;South Holland;2020-10-16;-30;-4;31;-44;-30;11
Netherlands;South Holland;2020-10-17;-36;-9;17;-43;-10;8
Netherlands;South Holland;2020-10-18;-38;-13;35;-42;-11;5
Netherlands;South Holland;2020-10-19;-23;-10;27;-52;-48;13
Netherlands;South Holland;2020-10-20;-22;-2;20;-53;-47;14
Netherlands;South Holland;2020-10-21;-29;-12;4;-51;-44;13
Netherlands;South Holland;2020-10-22;-25;-4;30;-52;-46;14
Netherlands;South Holland;2020-10-23;-25;-4;41;-48;-43;11
Netherlands;South Holland;2020-10-24;-34;-7;18;-41;-9;7
Netherlands;South Holland;2020-10-25;-36;-10;5;-41;-10;5
Netherlands;South Holland;2020-10-26;-24;-6;2;-46;-34;11
Netherlands;South Holland;2020-10-27;-26;-2;-5;-47;-33;12
Netherlands;South Holland;2020-10-28;-32;-11;-21;-46;-29;12
Netherlands;South Holland;2020-10-29;-33;-7;-20;-50;-31;13
Netherlands;South Holland;2020-10-30;-31;-5;-5;-44;-28;11
Netherlands;South Holland;2020-10-31;-32;-5;25;-39;-6;7
Netherlands;South Holland;2020-11-01;-39;-13;-5;-44;-10;6
Netherlands;South Holland;2020-11-02;-29;-11;-14;-47;-32;12
Netherlands;South Holland;2020-11-03;-26;-4;0;-48;-32;12
Netherlands;South Holland;2020-11-04;-25;-6;29;-44;-29;11
Netherlands;South Holland;2020-11-05;-32;-5;5;-49;-31;13
Netherlands;South Holland;2020-11-06;-30;-4;24;-44;-28;11
Netherlands;South Holland;2020-11-07;-33;-6;49;-40;-8;8
Netherlands;South Holland;2020-11-08;-35;-9;53;-39;-9;5
Netherlands;South Holland;2020-11-09;-26;-8;20;-46;-32;12
Netherlands;South Holland;2020-11-10;-26;-2;16;-47;-32;12
Netherlands;South Holland;2020-11-11;-27;-5;10;-44;-28;11
Netherlands;South Holland;2020-11-12;-34;-6;-13;-49;-30;13
Netherlands;South Holland;2020-11-13;-31;-4;-1;-45;-27;11
Netherlands;South Holland;2020-11-14;-35;-5;4;-43;-8;8
Netherlands;South Holland;2020-11-15;-48;-19;-33;-50;-14;7
Netherlands;South Holland;2020-11-16;-30;-11;-17;-48;-31;12
Netherlands;South Holland;2020-11-17;-27;-3;2;-48;-31;12
Netherlands;South Holland;2020-11-18;-24;-3;36;-43;-27;10
Netherlands;South Holland;2020-11-19;-34;-9;-22;-49;-29;13
Netherlands;South Holland;2020-11-20;-27;-1;0;-43;-25;10
Netherlands;South Holland;2020-11-21;-32;-5;-14;-42;-6;8
Netherlands;South Holland;2020-11-22;-31;-8;25;-38;-7;5
Netherlands;South Holland;2020-11-23;-22;-6;6;-46;-30;11
Netherlands;South Holland;2020-11-24;-20;2;5;-46;-29;11
Netherlands;South Holland;2020-11-25;-20;-1;9;-43;-25;10
Netherlands;South Holland;2020-11-26;-28;-4;-23;-48;-28;12
Netherlands;South Holland;2020-11-27;-22;1;-5;-41;-25;10
Netherlands;South Holland;2020-11-28;-28;-2;8;-39;-4;7
Netherlands;South Holland;2020-11-29;-31;-8;10;-40;-6;5
Netherlands;South Holland;2020-11-30;-25;-10;-28;-47;-30;11
Netherlands;South Holland;2020-12-01;-21;0;-7;-45;-29;11
Netherlands;South Holland;2020-12-02;-22;-1;-2;-43;-24;10
Netherlands;South Holland;2020-12-03;-29;-4;-30;-48;-28;12
Netherlands;South Holland;2020-12-04;-26;0;-14;-43;-24;10
Netherlands;South Holland;2020-12-05;-33;-4;-11;-42;-2;7
Netherlands;South Holland;2020-12-06;-35;-12;-7;-41;-7;5
Netherlands;South Holland;2020-12-07;-27;-10;-26;-46;-30;11
Netherlands;South Holland;2020-12-08;-23;-1;-2;-46;-27;11
Netherlands;South Holland;2020-12-09;-27;-7;-17;-45;-24;10
Netherlands;South Holland;2020-12-10;-28;-4;-14;-48;-27;12
Netherlands;South Holland;2020-12-11;-32;-8;-26;-44;-24;11
Netherlands;South Holland;2020-12-12;-33;-5;-18;-42;-3;8
Netherlands;South Holland;2020-12-13;-33;-8;6;-41;-6;5
Netherlands;South Holland;2020-12-14;3;13;-15;-43;-28;10
Netherlands;South Holland;2020-12-15;-45;-3;-3;-51;-32;13
Netherlands;South Holland;2020-12-16;-47;-8;6;-54;-38;14
Netherlands;South Holland;2020-12-17;-49;-6;-11;-58;-41;16
Netherlands;South Holland;2020-12-18;-47;-6;7;-53;-40;15
Netherlands;South Holland;2020-12-19;-57;-10;-14;-52;-13;10
Netherlands;South Holland;2020-12-20;-54;-12;17;-47;-11;7
Netherlands;South Holland;2020-12-21;-43;-2;-43;-61;-53;17
Netherlands;South Holland;2020-12-22;-32;21;8;-57;-52;16
Netherlands;South Holland;2020-12-23;-37;17;-26;-57;-50;16
Netherlands;South Holland;2020-12-24;-40;17;-28;-62;-59;18
Netherlands;South Holland;2020-12-25;-81;-73;-12;-74;-83;23
Netherlands;South Holland;2020-12-26;-81;-62;-39;-64;-38;11
Netherlands;South Holland;2020-12-27;-69;-35;-59;-59;-21;8
Netherlands;South Holland;2020-12-28;-40;-1;8;-61;-61;18
Netherlands;South Holland;2020-12-29;-41;3;3;-63;-61;20
Netherlands;South Holland;2020-12-30;-40;9;-10;-60;-58;18
Netherlands;South Holland;2020-12-31;-41;14;1;-61;-65;18
Netherlands;South Holland;2021-01-01;-79;-75;-13;-75;-84;25
Netherlands;South Holland;2021-01-02;-61;-17;13;-56;-22;12
Netherlands;South Holland;2021-01-03;-59;-20;4;-54;-14;8
Netherlands;South Holland;2021-01-04;-50;-12;-31;-61;-44;17
Netherlands;South Holland;2021-01-05;-50;-8;-15;-60;-43;17
Netherlands;South Holland;2021-01-06;-51;-9;-3;-57;-39;15
Netherlands;South Holland;2021-01-07;-56;-13;-32;-61;-42;18
Netherlands;South Holland;2021-01-08;-51;-10;4;-55;-38;15
Netherlands;South Holland;2021-01-09;-55;-9;28;-48;-13;10
Netherlands;South Holland;2021-01-10;-56;-15;27;-49;-11;7
Netherlands;South Holland;2021-01-11;-49;-13;-19;-58;-41;15
Netherlands;South Holland;2021-01-12;-48;-6;3;-57;-41;16
Netherlands;South Holland;2021-01-13;-49;-10;10;-54;-38;14
Netherlands;South Holland;2021-01-14;-54;-13;-16;-59;-41;16
Netherlands;South Holland;2021-01-15;-53;-12;-8;-55;-38;14
Netherlands;South Holland;2021-01-16;-61;-17;-14;-55;-17;11
Netherlands;South Holland;2021-01-17;-58;-20;9;-51;-14;7
Netherlands;Utrecht;2020-02-15;8;0;3;9;-1;0
Netherlands;Utrecht;2020-02-16;-5;-10;-22;14;-3;1
Netherlands;Utrecht;2020-02-17;2;-1;2;3;1;0
Netherlands;Utrecht;2020-02-18;4;3;12;0;2;0
Netherlands;Utrecht;2020-02-19;6;-1;12;-2;1;0
Netherlands;Utrecht;2020-02-20;0;-2;-4;-1;0;1
Netherlands;Utrecht;2020-02-21;8;-1;6;6;-4;0
Netherlands;Utrecht;2020-02-22;4;-6;-23;11;-3;0
Netherlands;Utrecht;2020-02-23;4;-17;-37;3;-4;0
Netherlands;Utrecht;2020-02-24;0;-13;-23;-12;-22;3
Netherlands;Utrecht;2020-02-25;13;3;9;-9;-20;2
Netherlands;Utrecht;2020-02-26;6;-8;-12;-9;-20;2
Netherlands;Utrecht;2020-02-27;-5;-7;-17;-12;-21;3
Netherlands;Utrecht;2020-02-28;2;-6;-1;-4;-21;2
Netherlands;Utrecht;2020-02-29;0;-3;-22;3;-4;0
Netherlands;Utrecht;2020-03-01;9;-2;11;5;-1;-1
Netherlands;Utrecht;2020-03-02;-5;-7;-16;-1;0;1
Netherlands;Utrecht;2020-03-03;3;5;24;-3;1;0
Netherlands;Utrecht;2020-03-04;9;0;20;-4;2;0
Netherlands;Utrecht;2020-03-05;-9;-3;-7;-7;1;1
Netherlands;Utrecht;2020-03-06;0;2;10;1;2;1
Netherlands;Utrecht;2020-03-07;3;0;31;5;0;0
Netherlands;Utrecht;2020-03-08;4;-5;-9;-1;-1;1
Netherlands;Utrecht;2020-03-09;1;-1;1;-5;0;1
Netherlands;Utrecht;2020-03-10;-4;-2;-5;-7;-1;2
Netherlands;Utrecht;2020-03-11;3;2;21;-11;-2;2
Netherlands;Utrecht;2020-03-12;-11;12;-5;-17;-3;3
Netherlands;Utrecht;2020-03-13;-15;21;-20;-34;-14;8
Netherlands;Utrecht;2020-03-14;-16;8;-4;-37;-7;6
Netherlands;Utrecht;2020-03-15;-26;7;15;-41;-12;5
Netherlands;Utrecht;2020-03-16;-20;16;27;-62;-46;17
Netherlands;Utrecht;2020-03-17;-26;13;47;-67;-52;19
Netherlands;Utrecht;2020-03-18;-31;3;29;-67;-52;18
Netherlands;Utrecht;2020-03-19;-42;1;-1;-73;-55;22
Netherlands;Utrecht;2020-03-20;-45;-3;-11;-68;-52;21
Netherlands;Utrecht;2020-03-21;-45;-7;14;-62;-28;13
Netherlands;Utrecht;2020-03-22;-54;-19;30;-61;-33;10
Netherlands;Utrecht;2020-03-23;-35;-10;-2;-74;-57;21
Netherlands;Utrecht;2020-03-24;-41;-9;16;-76;-60;23
Netherlands;Utrecht;2020-03-25;-42;-17;22;-74;-58;21
Netherlands;Utrecht;2020-03-26;-49;-14;12;-77;-60;24
Netherlands;Utrecht;2020-03-27;-49;-15;23;-72;-56;22
Netherlands;Utrecht;2020-03-28;-53;-18;-9;-68;-33;14
Netherlands;Utrecht;2020-03-29;-60;-32;-17;-70;-36;11
Netherlands;Utrecht;2020-03-30;-42;-23;-19;-76;-60;23
Netherlands;Utrecht;2020-03-31;-40;-13;38;-75;-60;23
Netherlands;Utrecht;2020-04-01;-42;-19;12;-75;-57;21
Netherlands;Utrecht;2020-04-02;-49;-18;-2;-78;-59;25
Netherlands;Utrecht;2020-04-03;-50;-16;0;-74;-55;22
